24	3	41	subclone	4,5,6,7,8,9,10,14,18,19,20,24,25,26,27,29	15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
25	3	41	subclone	4,10,11,13,15,16,18,19,20,21,23,25,26,29	13,13,13,13,13,13,13,13,13,13,13,13,13,13
26	3	44	subclone	8,9,11,12,14,17,22,26,27,28	9,9,9,9,9,9,9,9,9,9
27	3	41	subclone	4,8,11,12,13,16,17,22,24,25,27,28	11,11,11,11,11,11,11,11,11,11,11,11
28	3	41	subclone	4,5,8,9,10,11,12,15,17,19,21,23,24,25,26,28,29	16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
29	3	44	subclone	5,8,9,11,12,14,15,16,18,19,20,21,23,27,28	14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
30	3	45	subclone	5,9,10,12,13,17,20,25,29	8,8,8,8,8,8,8,8,8
31	3	41	subclone	2,4,5,6,9,12,14,16,17,20,21,22,23	12,12,12,12,12,12,12,12,12,12,12,12
32	3	43	subclone	1,5,7,12,14,17,19,20,23,25	9,9,9,9,9,9,9,9,9
33	3	45	subclone	9,10,11,12,13,15,18,19,22,23,24,26,29	12,12,12,12,12,12,12,12,12,12,12,12,12
34	3	42	subclone	3,6,9,11,12,13,16,17,18,20,21,23,25,26,29	14,14,14,14,14,14,14,14,14,14,14,14,14,14
35	3	42	subclone	6,7,11,14,15,16,17,18,20,22,27,29	11,11,11,11,11,11,11,11,11,11,11,11
36	3	41	subclone	4,6,7,11,12,13,15,18,19,20,21,23,25,27,29	14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
37	3	41	subclone	4,5,6,10,11,13,15,21,22,26,28,29	11,11,11,11,11,11,11,11,11,11,11,11
38	3	43	subclone	0,5,7,9,10,11,12,15,16,17,18,19,20,21,22,23,24,26	17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
39	3	41	subclone	4,8,11,17,24,25,28	6,6,6,6,6,6,6
40	1.5	2	unobserved subclone	4	1
41	2.5	2	unobserved subclone	4	1
42	2.5	2	unobserved subclone	6	1
43	2.5	2	unobserved subclone	7	1
44	2.5	2	unobserved subclone	8	1
45	2.5	2	unobserved subclone	9	1
46	2.5	2	unobserved subclone	11	1
47	2.5	2	unobserved subclone	5	1
48	2.5	2	unobserved subclone	10	1
49	2.5	2	unobserved subclone	12	1
50	2.5	2	unobserved subclone	13	1
51	2.5	2	unobserved subclone	15	1
52	2.5	2	unobserved subclone	16	1
53	2.5	2	unobserved subclone	17	1
54	2.5	2	unobserved subclone	18	1
55	2.5	2	unobserved subclone	19	1
56	2.5	2	unobserved subclone	20	1
57	2.5	2	unobserved subclone	21	1
58	2.5	2	unobserved subclone	23	1
59	2.5	2	unobserved subclone	25	1
60	2.5	2	unobserved subclone	26	1
61	2.5	2	unobserved subclone	28	1
62	2.5	2	unobserved subclone	29	1
63	2.5	2	unobserved subclone	24	1
64	2.5	2	unobserved subclone	14	1
65	2.5	2	unobserved subclone	27	1
66	2.5	2	unobserved subclone	22	1
